country,iso3,year,gdp_per_capita_current_usd,consfirstaug,indcent,independence_year,log_settler_mortality,log_pop_density_1500,madid,percent_catholic,percent_muslim,percent_protestant,growth,democ,world,former_colony,wealth_20,gini_index,population,gdp_per_capita,poverty_headcount,continent,lifeExp,pop,gdpPercap,iso_num,years_since_independence,malaria_prevalence,gdp,capital_health_expenditure,current_health_expenditure_(che)_as_percent_gross_domestic_product_(gdp),domestic_general_government_health_expenditure_(gghe-d)_as_percent_gross_domestic_product_(gdp),external_health_expenditure_(ext)_per_capita_in_usdollars,external_sources_of_spending_on_malaria,external_sources_of_spending_on_injuries,public_domestic_sources_of_spending_on_malaria,malaria_prevalence_2001,malaria_prevalence_2001_high,malaria_reduction,malaria_reduction_relative,malaria_reduction_relative_lag,gdp_growth,gdp_growth_relative,gdp_growth_relative_lag,temp,prcp,max,min,stations
South Sudan,SSD,2010,1562.23934569833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10067192,1562.23934569833,NA,NA,NA,NA,NA,NA,NA,0.16744785777550109,1562.23934569833,NA,NA,NA,NA,NA,NA,NA,0.2900651360242027,TRUE,0.012653080917300802,0.07025549677385723,0.041627732273396445,297.44943796125995,0.2351769540076809,-0.24657117360983205,32.03625,0.05,44,16,4
Sao Tome and Principe,STP,2010,1129.75496146201,NA,19.75,1975,NA,NA,5001,0.924,0,0.022,0.7721982,NA,1,TRUE,8.4,30.8,174776,1129.75496146201,32.3,NA,NA,NA,NA,NA,35,0,1129.75496146201,NA,5.33266006,2.32181101,17.39296858,NA,NA,NA,0,FALSE,0,NaN,NaN,30.18391575378996,0.027450628016808976,-0.023872135872533118,26.528136882129278,0,39,18,1
Swaziland,SWZ,2010,3690.23922847955,0.0833333,19.68,1968,NA,-0.7105375,2011,0.108,0.001,0.339,1.839638,0.05,1,TRUE,NA,NA,1202843,3690.23922847955,NA,NA,NA,NA,NA,NA,42,2.043091817820441e-4,3690.23922847955,NA,8.20718748,5.60142129,30.60321006,NA,NA,NA,3.9698142439200475e-4,FALSE,-1.2201479051458454e-4,-1.4826622888312317,0.004923971041506658,657.7221793976901,0.2168898537921906,0.06687163749633385,21.167708333333334,2.4575757575757575,44.9,-6.1,7
Seychelles,SYC,2010,10804.6844747547,NA,19.76,1976,NA,NA,2011,NA,NA,NA,2.730899,NA,1,TRUE,NA,NA,89770,10804.6844747547,NA,NA,NA,NA,NA,NA,34,0,10804.6844747547,1,3.58485731,3.09577593,13.04221597,NA,NA,NA,0,FALSE,0,NaN,NaN,1097.7284151151107,0.11308678110528803,-0.12729691328138415,27.67013698630137,5.824309392265193,34.9,21.6,1
Chad,TCD,2010,896.569734113861,0,19.6,1960,5.634789,0,2011,0.21,0.44,0.116,0.0228591,0.4,1,TRUE,NA,NA,11887202,896.569734113861,NA,NA,NA,NA,NA,NA,50,0.059191525819651224,896.569734113861,11002.6762,4.06953414,0.84965124,2.20706458,NA,NA,NA,0.07617411879258033,FALSE,0.0016583191906600486,0.027252644445997176,0.06539248821080468,92.11383025743805,0.11450451145408991,-0.13477989507519395,30.550612679808204,2.106091644204852,48.8,6,12
Togo,TGO,2010,487.923891266382,0.2333333,19.6,1960,6.504288,1.442202,2011,0.293,0.17,0.061,0.3285556,0.4,1,TRUE,NA,NA,6502952,487.923891266382,NA,NA,NA,NA,NA,NA,50,0.6620781169812162,487.923891266382,8134,6.34087197,1.67898303,1.85173531,NA,NA,NA,0.6765141948394471,TRUE,0.005702923042889774,0.008540109258992845,-0.002074410597925125,-11.722980059594988,-0.02346253070390336,-0.026773001852811285,28.159944642151046,3.147945205479452,42.8,13.5,9
Tunisia,TUN,2010,4140.1517698059,0,19.56,1956,4.143135,2.459847,2011,0.001,0.994,0,2.394425,0.35,1,TRUE,6.7,35.8,10639931,4140.1517698059,2,NA,NA,NA,NA,NA,54,0,4140.1517698059,NA,5.88395597,3.28053444,2.91930761,NA,NA,NA,0,FALSE,0,NaN,NaN,10.174435040739809,0.002463557113278503,-0.04178928167990603,20.489524886877827,0.923728813559322,47.6,-3.6,26
Tanzania,TZA,2010,701.604550062032,0.3333333,19.61,1961,5.634789,0.6833779,2011,0.282,0.325,0.112,0.2356138,0.6,1,TRUE,NA,NA,46098591,701.604550062032,NA,NA,NA,NA,NA,NA,49,0.1409210347817663,701.604550062032,NA,NA,2.25193407,14.23263976,NA,NA,NA,0.37120882296096924,TRUE,0.009343106925408379,0.06217788768005372,0.19822670730662595,42.846597396140965,0.06504148788298858,0.011509206592451804,23.43183072677093,2.393888105312647,36.9,2,16
Uganda,UGA,2010,595.206173218534,0.5925926,19.62,1962,5.634789,2.016654,2011,0.496,0.066,0.019,0.6438055,0.3,1,TRUE,NA,NA,33915133,595.206173218534,NA,NA,NA,NA,NA,NA,48,0.4173230727842451,595.206173218534,87980.730926,10.74961039,1.44657642,31.33546221,354558.674999,NA,55855.35300168,0.532231339525038,TRUE,-0.02184336054113223,-0.05523256911774155,-0.042545426740268955,40.80118217798395,0.07359454340662608,0.23285266856993947,23.993023255813952,2.703833515881709,39,8,13
South Africa,ZAF,2010,7275.38211193642,1,19.1,1910,2.74084,-0.7105286,2011,0.104,0.013,0.39,2.302416,0.95,1,TRUE,2.5,63.4,51584663,7275.38211193642,16.5,NA,NA,NA,NA,NA,100,0.003972431074496538,7275.38211193642,6523.71744,7.41535682,3.9136441,16.14624348,NA,NA,NA,0.011419108916818051,FALSE,-5.075364915860885e-4,-0.14647963435579237,0.3714512624348235,1444.2665377476305,0.24768271514641582,0.023890488421038247,17.738490869474994,1.0848350488255476,46.2,-10.5,134
Zambia,ZMB,2010,1463.21357310715,0.2,19.64,1964,NA,-0.2357223,2011,0.262,0.003,0.319,0.4759107,0.55,1,TRUE,3.8,55.6,13850033,1463.21357310715,64.4,NA,NA,NA,NA,NA,46,0.1302061397129983,1463.21357310715,NA,4.60425329,0.59858082,26.33290414,NA,NA,NA,0.40500594095141895,TRUE,0.0044589625674432976,0.03311149282133585,0.17429442720844657,324.10334012630005,0.2845232451982973,-0.16796680219964866,23.61600529100529,2.546341463414634,41,4,6
Zimbabwe,ZWE,2010,719.979516975012,1,19.65,1965,NA,-0.2357223,2011,0.144,0.009,0.214,1.129134,0.25,1,TRUE,NA,NA,14086317,719.979516975012,NA,NA,NA,NA,NA,NA,45,0.04401963883530338,719.979516975012,79.972096,11.606917,2.16852772,20.09897456,NA,NA,NA,0.0317418990987357,FALSE,-0.002423301095294282,-0.058257558885128624,-0.12785369888642073,95.70727444931595,0.1533101552971523,0.9168354917013717,22.025269433616142,1.4705671213208902,44.5,-2.7,23
Angola,AGO,2011,4299.01288877922,0.3333333,19.75,1975,5.634789,0.4054651,2011,0.687,0,0.198,0.6444693,0.35,1,TRUE,NA,NA,24218565,4299.01288877922,NA,NA,NA,NA,NA,NA,36,0.10851775248432347,4299.01288877922,28996,2.84313911,1.8419149,3.56708808,NA,NA,NA,0.30579189319310557,TRUE,0.006810964392288066,0.059056968435493906,0.26927753164889234,769.9594070416497,0.21817731327283574,0.05412695017301061,25.573972602739726,0.052307692307692305,34,15,4
Burundi,BDI,2011,260.479907338153,0.1481481,19.62,1962,5.634789,3.218876,2011,0.7830001,0.009,0.049,0.3280602,0.45,1,TRUE,NA,NA,9043508,260.479907338153,NA,NA,NA,NA,NA,NA,49,0.17730916474236633,260.479907338153,12916,10.42525276,3.61489821,9.99442277,NA,NA,NA,0.4578495193685951,TRUE,0.028032981261067624,0.1365184001758647,0.015760783276201562,29.285581688936986,0.12667084975680187,0.12808177932461762,24.391869918699186,1.1330578512396694,31,15.5,1
Benin,BEN,2011,825.942785363215,0.125,19.6,1960,5.585449,1.442202,2011,0.185,0.152,0.028,1.161583,0.8,1,TRUE,6.1,43.4,9460802,825.942785363215,53.1,NA,NA,NA,NA,NA,51,0.46356727307601836,825.942785363215,28207,4.24350868,1.08705692,9.08691361,13348.51275172,0.0456,2265.04379449,0.46086382614134885,TRUE,0.01188836476423949,0.025004151424603993,0.030832683289657714,68.24687795383795,0.09007159374422313,-0.04506448183660405,27.54893813481071,3.2383866481223924,43,13.6,6
Burkina Faso,BFA,2011,666.840410055466,0.2,19.6,1960,5.634789,1.442202,2011,0.09,0.43,0.016,0.722393,0.35,1,TRUE,NA,NA,16081904,666.840410055466,NA,NA,NA,NA,NA,NA,51,0.7426272096326892,666.840410055466,16391,5.20144013,1.53370293,11.62154058,NA,NA,NA,0.6615594834144378,TRUE,0.01303201068327553,0.017245883240631144,-0.060182046527152755,91.39395736773201,0.15882269660514692,0.04106935007399182,28.72998772252916,1.9311485642946318,49.6,10.3,9
Botswana,BWA,2011,7645.21461151315,0.6666667,19.66,1966,NA,-1.966113,2011,0.094,0,0.268,2.351604,0.95,1,TRUE,NA,NA,2051339,7645.21461151315,NA,NA,NA,NA,NA,NA,45,0.012585149074597516,7645.21461151315,231.5,6.32418968,3.9973475,39.9214908,NA,NA,NA,0.01967394702160172,FALSE,8.792707212459498e-4,0.06530327593598839,0.056480974295607944,1299.05840763966,0.20470003666892977,0.2237730065181942,22.12983231988207,1.3967418546365915,45.6,-7,18
Central African Republic,CAF,2011,494.330677886517,0,19.6,1960,5.634789,0.4054651,2011,0.331,0.032,0.5,0.4462757,0.75,1,TRUE,NA,NA,4476153,494.330677886517,NA,NA,NA,NA,NA,NA,51,0.35313705646930504,494.330677886517,5957.33545999,3.81754788,0.62867097,6.47966901,NA,NA,NA,0.4720384147761989,TRUE,0.01967635703406112,0.052778028690438905,0.062404189538969757,47.88722851131098,0.10726381712695932,-0.007815657161978629,24.418079640333975,3.845480955455132,41.5,9.2,11
Cote d'Ivoire,CIV,2011,1214.70394645331,0,19.6,1960,6.504288,1.442202,2011,0.185,0.24,0.047,1.164257,0.7,1,TRUE,NA,NA,20895311,1214.70394645331,NA,NA,NA,NA,NA,NA,51,0.6038031805206068,1214.70394645331,29877.60572,5.94043319,0.829199,9.10263274,NA,NA,NA,0.6991508870347287,TRUE,0.022048055270247002,0.03522890746134921,0.008389852891378058,-5.04514906190002,-0.004136218735845021,0.001642283776253084,26.550627352572146,3.656467582242095,43.3,10,10
Cameroon,CMR,2011,1429.64755266211,0.3333333,19.6,1960,5.634789,0.4054651,2011,0.35,0.22,0.181,0.9904609,0.3,1,TRUE,NA,NA,20520447,1429.64755266211,NA,NA,NA,NA,NA,NA,51,0.3718119336055848,1429.64755266211,33472.826698,3.75035478,1.23464176,6.98217011,NA,NA,NA,0.535108060575894,TRUE,0.019422099019408723,0.049643173650041894,0.09031990886847818,120.52534464262999,0.09206577041036379,-0.022229080844326732,25.876121930567315,4.65448275862069,44.1,6.6,5
"Congo, Dem. Rep.",COD,2011,357.483493772145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66713597,357.483493772145,NA,NA,NA,NA,NA,NA,NA,0.5809476397218035,357.483493772145,56680.80631168,3.51891415,0.3838036,5.70346172,120091.35867163,NA,10885.43283375,0.6465583072116257,TRUE,0.057886155648414706,0.09061223133141916,0.06569535531739568,39.407742175593,0.12389420437675458,0.08696127648070928,25.741356673960613,3.2413265306122447,37.2,10,14
"Congo, Rep.",COG,2011,3196.64752370824,0.3833333,19.6,1960,5.480639,0.4054651,2011,0.539,0.004,0.249,1.676822,0.2,1,TRUE,4.2,48.9,4512730,3196.64752370824,37,NA,NA,NA,NA,NA,51,0.30134697222598406,3196.64752370824,42450.158923,1.89927356,0.70594093,12.72734796,NA,NA,NA,0.5038676398711438,TRUE,0.02451876904999295,0.0752419353872118,0.07973713666753657,459.3051934783298,0.1677923832930872,0.21371974171257668,24.72450127877238,4.220106666666667,39.7,11.4,13
Comoros,COM,2011,829.758688479073,0.3166667,19.75,1975,NA,1.500584,2011,0.001,0.997,0.001,0.3387346,0.45,1,TRUE,NA,NA,706569,829.758688479073,NA,NA,NA,NA,NA,NA,36,0,829.758688479073,671.4803,9.47382276,1.730811,7.74787884,NA,NA,NA,0,FALSE,0,NaN,NaN,60.584400218607016,0.0787655036618844,-0.012036717916481199,26.26,12.966275659824047,34.9,16.5,1
Djibouti,DJI,2011,1430.98689832546,0.1666667,19.77,1977,3.258096,NA,2011,0.067,0.906,0.002,0.9795089,0.6,1,TRUE,NA,NA,865937,1430.98689832546,NA,NA,NA,NA,NA,NA,34,0.0034532953129236842,1430.98689832546,1234.598275,4.73829396,3.0084905,7.65039131,NA,NA,NA,0.028603989431781038,FALSE,4.0882839126053306e-4,0.10585585097070016,0.318395585008621,104.9961748047001,0.07918318955197146,0.05769781323126333,29.760609357997822,0.3541371158392435,45,12,4
Algeria,DZA,2011,5432.41331978116,0.05,19.62,1962,4.35927,1.945579,2011,0.005,0.991,0,1.908826,0.35,1,TRUE,9.4,27.6,36819558,5432.41331978116,0.5,NA,NA,NA,NA,NA,49,0,5432.41331978116,NA,5.26764985,3.72027226,0.03500226,NA,NA,NA,0,FALSE,0,NaN,NaN,969.0186448916502,0.21710350875830575,0.15368037763114373,20.915034965034966,0.8168677754828424,51,-7.3,80
"Egypt, Arab Rep.",EGY,2011,2747.48032671166,0.75,19.22,1922,4.216562,4.609731,1046,0.002,0.818,0.002,1.816061,0.2,1,TRUE,NA,NA,85897561,2747.48032671166,NA,NA,NA,NA,NA,NA,89,8.833668013013752e-6,2747.48032671166,NA,4.58135803,1.55050689,0.7083773,NA,NA,NA,1.4959769669284947e-5,FALSE,9.092802085000486e-7,0.09332700819370365,-0.0456688444749862,145.0007780159899,0.05571639480842894,0.13562724342686483,22.911309523809525,0.10471654808354372,47,1.8,25
Eritrea,ERI,2011,582.775530237486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4474690,582.775530237486,NA,NA,NA,NA,NA,NA,NA,0.015911529766126323,582.775530237486,NA,3.39088082,0.7454106,5.7880731,NA,NA,NA,0.03317797637087618,FALSE,4.6353905862234895e-4,0.028307609792868393,0.04709577975732249,100.626439813986,0.20870399179971466,0.11931308078832359,16.71079812206573,0.2420792079207921,28,0,1
Ethiopia,ETH,2011,354.846354368724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90046756,354.846354368724,NA,NA,NA,NA,NA,NA,NA,0.005588042146257907,354.846354368724,51.17229043,4.50995277,0.42208226,5.67691847,NA,NA,NA,0.043492796993485704,FALSE,0.0010301802238989622,0.15565814599163197,0.4295901343365828,13.536445168219984,0.039660275905637254,-0.1012404404254923,21.348309382924768,1.5005946935041172,38.2,0.9,18
Gabon,GAB,2011,10716.2032034624,0.1333333,19.6,1960,5.634789,0.4054651,2011,0.652,0.008,0.188,2.239409,0.3,1,TRUE,NA,NA,1697101,10716.2032034624,NA,NA,NA,NA,NA,NA,51,0.1329596060550005,10716.2032034624,43233.94146682,2.55771579,1.58558352,2.98158691,40.89372319,22.90044806,16490.17098056,0.3988952701995478,TRUE,-0.02523549359205486,-0.2342603992280301,-0.2349528868994677,1962.0892816114501,0.22413339592416337,0.15130261816570423,26.04165428429916,5.284555785123967,39.2,12,10
Ghana,GHA,2011,1574.97865331211,0,19.57,1957,6.504288,1.442202,2011,0.187,0.157,0.258,1.128396,0.6,1,TRUE,NA,NA,25121796,1574.97865331211,NA,NA,NA,NA,NA,NA,54,0.6398807736190449,1574.97865331211,NA,6.09082792,2.78108001,9.89935667,NA,NA,NA,0.6793622216242404,TRUE,-0.041239680030368375,-0.06888882248819361,-0.07771567397220669,262.37109600186,0.1998854071353222,0.20781172652297353,27.267618761274804,2.604717853839038,42.9,10.6,21
Guinea,GIN,2011,614.86944823632,0,19.58,1958,6.180017,1.442202,2011,0.011,0.69,0.001,0.322422,0.45,1,TRUE,NA,NA,11035170,614.86944823632,NA,NA,NA,NA,NA,NA,53,0.49698904808967087,614.86944823632,NA,5.07420246,0.68338143,6.03508726,70223.125,110.6,40620.8372842,0.5446845702964123,TRUE,-0.009605364122046767,-0.01970801329222338,0.003765256801160133,-20.80203700381901,-0.032724508628793614,-9.433457706340409e-4,28.074832214765102,2.5375494071146245,41.5,20,3
"Gambia, The",GMB,2011,514.373860668121,0.6666667,19.65,1965,7.293018,1.442202,2011,0.019,0.848,0.004,0.7713041,0.25,1,TRUE,NA,NA,1746363,514.373860668121,NA,NA,NA,NA,NA,NA,46,0.020471855977994606,514.373860668121,13.34602882,6.20478405,2.12719232,10.18405275,NA,NA,NA,0.3385638949528829,TRUE,0.0036506298149664024,0.15133721484175,0.406300388897611,-48.10865520959396,-0.08552915664324912,0.023978570060849025,29.386044928522804,1.0532458563535911,46,11.4,9
Guinea-Bissau,GNB,2011,688.771819686925,0.3333333,19.73,1973,5.103883,1.442202,2011,0.102,0.383,0.006,0.497128,0.75,1,TRUE,NA,NA,1596154,688.771819686925,NA,NA,NA,NA,NA,NA,38,0.08074462879113219,688.771819686925,3503.929304,5.40450574,0.5200843,17.85962983,5146.74489275,0.1686434,800.81340056,0.4393926180961389,TRUE,-0.009685443039884237,-0.13630106984042012,-0.027283314497407396,142.05015103993298,0.25982169572951763,0.00459296098593831,27.81679012345679,5.989593908629441,39.3,16,2
Equatorial Guinea,GNQ,2011,21451.8861709069,0.0333333,19.68,1968,NA,0.4054651,5001,0.7130001,0.005,0.049,2.642492,0.25,1,TRUE,NA,NA,994290,21451.8861709069,NA,NA,NA,NA,NA,NA,43,0.2800741122607153,21451.8861709069,212638.89496335,1.34881389,0.28372638,14.40836938,NA,NA,NA,0.5480034682909144,TRUE,-0.0036999582015930232,-0.013387497156487127,0.3794908614353799,4315.440495148599,0.2518282132013725,0.03667444792552277,26.463667820069205,4.5591796875,39.5,19.4,2
Kenya,KEN,2011,987.445396712381,0.4833333,19.63,1963,4.976734,0.969094,2011,0.264,0.06,0.193,0.9013543,0.4,1,TRUE,NA,NA,42486839,987.445396712381,NA,NA,NA,NA,NA,NA,48,0.027554163596861428,987.445396712381,NA,5.54717065,1.76163323,10.6821583,NA,NA,NA,0.15138283073713985,TRUE,-0.001158267264134448,-0.043880580887809106,0.07880122682196167,20.105319371055998,0.02078412736326829,0.051363325680364724,22.3360830449827,2.2035655920368447,53.1,-5.4,29
Liberia,LBR,2011,379.68958030469,1,18.47,1847,6.180017,1.442202,2011,0.019,0.212,0.186,0.7157588,0.5,1,FALSE,NA,NA,4070167,379.68958030469,NA,NA,NA,NA,NA,NA,164,0.380729258144676,379.68958030469,NA,10.52849576,2.29895868,17.12819193,NA,NA,NA,0.6346043087977984,TRUE,0.0416168710423509,0.0985373563680082,0.055805605240332734,52.269070569056,0.15963896278598777,0.08035774536794427,26.348579545454545,0,38,20,1
Libya,LBY,2011,5602.54943425492,0.3333333,19.51,1951,NA,2.653823,5001,0.002,0.981,0.001,1.411033,0.15,1,TRUE,NA,NA,6193501,5602.54943425492,NA,NA,NA,NA,NA,NA,60,0,5602.54943425492,NA,4.98422713,3.15457413,0,NA,NA,NA,0,FALSE,0,NaN,NaN,-6518.0127349512795,-0.5377648861462139,0.17709947847478902,18.124273299370692,0.5210027514521554,46.5,-1.7,27
Lesotho,LSO,2011,1350.67765339316,0.45,19.66,1966,NA,-0.7105375,2011,0.435,0,0.298,1.379378,0.9,1,TRUE,NA,NA,2064166,1350.67765339316,NA,NA,NA,NA,NA,NA,45,0,1350.67765339316,622,7.21232947,3.26877081,32.64869963,NA,NA,NA,0,FALSE,0,NaN,NaN,181.40981160649994,0.15514820909579008,0.2652963272034008,18.5,0.15864661654135337,32,0,2
Morocco,MAR,2011,3039.91601555658,0.1833333,19.56,1956,4.35927,2.206481,1098,0.002,0.994,0,1.8937,0.2,1,TRUE,NA,NA,32858823,3039.91601555658,NA,NA,NA,NA,NA,NA,55,0,3039.91601555658,1591,5.73299337,2.35246202,1.18418304,NA,NA,NA,0,FALSE,0,NaN,NaN,205.71129565970023,0.07258166434328173,-0.009557493839133291,19.15607178245073,1.0867195353512789,46,-6.4,27
Madagascar,MDG,2011,454.963463976433,0.3333333,19.6,1960,6.284209,0.1854006,2011,0.26,0.017,0.22,0.5336061,0.85,1,TRUE,NA,NA,21743949,454.963463976433,NA,NA,NA,NA,NA,NA,51,0.05781124987043568,454.963463976433,NA,5.00145865,1.7559886,6.40324897,NA,NA,NA,0.2368595202912678,TRUE,0.017128900648729406,0.2285677374553563,0.2884285044511856,42.23252983870799,0.10232460507700969,-0.00711682569887484,24.794866400168313,4.362483884830254,39.6,5.5,19
Mali,MLI,2011,835.088909759748,0.2666667,19.6,1960,7.986165,0,2011,0.007,0.8,0.002,0.7099972,0.8,1,TRUE,NA,NA,15540989,835.088909759748,NA,NA,NA,NA,NA,NA,51,0.1578620430648329,835.088909759748,11211,4.10032662,0.69621688,5.13147785,NA,NA,NA,0.19674228748017422,TRUE,-0.013643177294695163,-0.09460050335190018,0.031151033011185714,126.7181465123291,0.1788867540656376,0.016291537199791817,29.759756298369833,1.4244381554852672,48.8,5.6,19
Mozambique,MOZ,2011,526.531351664068,0.1666667,19.75,1975,NA,0.2432315,2011,0.314,0.13,0.068,1.241046,0.8,1,TRUE,NA,NA,24939005,526.531351664068,NA,NA,NA,NA,NA,NA,36,0.369265479832762,526.531351664068,NA,4.43564825,0.30229132,19.59193131,NA,NA,NA,0.5354351946441571,TRUE,8.746126123738152e-4,0.0023629232018508306,-0.045163644470031405,107.30553672138296,0.2559611858254802,-0.09620901404549709,26.504780361757106,2.9993279569892475,42,5.5,20
Mauritania,MRT,2011,1393.26173363381,0.4,19.6,1960,5.634789,1.098612,2011,0.003,0.994,0,0.8986678,0.2,1,TRUE,NA,NA,3717672,1393.26173363381,NA,NA,NA,NA,NA,NA,51,0.010985873421809797,1393.26173363381,1298,3.16638586,0.97740081,2.46365486,192.1354781,3.61422412,1081.36224467,0.0194964515204606,FALSE,0.006509139410356397,0.3720568525899417,0.01821583474124977,189.87807110950007,0.15778681149052431,0.14954151236081858,29.127726715686276,0.43504615384615386,49.5,6.3,12
Malawi,MWI,2011,512.125405055438,0,19.64,1964,NA,-0.2357223,2011,0.276,0.162,0.315,0.4954095,0.85,1,TRUE,NA,NA,15627618,512.125405055438,NA,NA,NA,NA,NA,NA,47,0.3229673201345314,512.125405055438,7,7.49375034,1.62257164,24.72428781,NA,NA,NA,0.3722224610707497,TRUE,0.03218525507692327,0.09062374124067796,-0.12639420732885687,53.257230627773026,0.11606215814421961,0.09062697401954423,23.37890499194847,1.3091068301225919,38.7,4,2
Namibia,NAM,2011,5600.97139163233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2215621,5600.97139163233,NA,NA,NA,NA,NA,NA,NA,0.026866051485384138,5600.97139163233,NA,9.71533546,5.24628115,57.79804037,NA,NA,NA,0.059559708491530985,FALSE,0.005309945143063877,0.1650281482926671,0.0933527506326538,409.38831021788974,0.07885616078908098,0.24993035383780726,20.139973417511214,0.8365729766339316,40.2,-7,28
Niger,NER,2011,375.58198660135,0.3333333,19.6,1960,5.991465,0,2011,0.002,0.879,0,0.1942644,0.7,1,TRUE,8.9,31.5,17064636,375.58198660135,50.3,NA,NA,NA,NA,NA,51,0.08437688393629515,375.58198660135,4182,6.45208871,1.80935869,2.76554545,NA,NA,NA,0.08718643140512254,FALSE,-0.004288091302645694,-0.05354171490960957,-0.07539474901602805,27.430475632077048,0.07878890301440622,0.020106243998710527,29.388082519801067,0.9331408345752608,47,-11.1,16
Nigeria,NGA,2011,2527.94200278768,0.6,19.6,1960,7.602901,1.442202,2011,0.121,0.45,0.158,1.0266,0.7,1,TRUE,NA,NA,162877076,2527.94200278768,NA,NA,NA,NA,NA,NA,51,0.39839024223050395,2527.94200278768,213566.01,3.30148448,0.47937736,6.92664073,NA,NA,NA,0.4790720789574375,TRUE,0.02997069747286757,0.06996599058173103,0.09261152133334183,200.62133321376996,0.08620270332171298,1.1202536803681067,27.58728905824714,1.8930519666953776,43.3,8,38
Rwanda,RWA,2011,617.310764781771,0,19.62,1962,5.634789,3.218876,2011,0.556,0.086,0.116,0.6955752,0.3,1,TRUE,NA,NA,10516071,617.310764781771,NA,NA,NA,NA,NA,NA,49,0.031136973303440358,617.310764781771,NA,8.93422583,2.25555981,24.11993028,NA,NA,NA,0.16141738346765405,TRUE,0.0026538212072525873,0.07853680997091672,0.050588583523187736,53.81971609859602,0.09551121747961666,0.04513967379964123,20.483905579399142,2.251858108108108,43,-10,5
Sudan,SDN,2011,1666.85775736793,0.3333333,19.56,1956,4.479607,2.64114,2011,0.044,0.73,0.001,0.8731046,0.15,1,TRUE,NA,NA,35167314,1666.85775736793,NA,NA,NA,NA,NA,NA,55,0.013795086194383771,1666.85775736793,NA,6.12298791,1.43660691,9.44672869,NA,NA,NA,0.03697737826601481,FALSE,7.289446713673424e-4,0.05018886823535018,0.06914459657370797,190.37967078951988,0.1289417516725262,0.20343702240753236,28.713172384582805,4.7005531914893615,47,6.6,25
Senegal,SEN,2011,1081.93925407848,0.3333333,19.6,1960,5.103883,1.442202,2011,0.056,0.91,0.001,1.241735,0.9,1,TRUE,6.1,40.3,13300910,1081.93925407848,38,NA,NA,NA,NA,NA,51,0.11612752443222256,1081.93925407848,33073.11089528,3.94966517,1.38873612,3.72254359,NA,NA,NA,0.3276668740607887,TRUE,0.008690523129215796,0.06962553331831378,-0.01131059724180794,79.40931375629998,0.07920891991592827,-0.018126579184150282,28.052535844211427,1.8351368829489114,48.5,8,14
Sierra Leone,SLE,2011,445.052005000457,0.55,19.61,1961,6.180017,1.442202,2011,0.022,0.394,0.048,-0.0887394,0.15,1,TRUE,7.9,34,6611692,445.052005000457,52.2,NA,NA,NA,NA,NA,50,0.6124158703616652,445.052005000457,NA,10.55461439,0.78310196,14.48000411,NA,NA,NA,0.5717294696448891,TRUE,-0.0361833626133059,-0.06279299089649282,-0.03381568041700911,39.92360323165195,0.0985455550816583,0.02669877917422414,27.444,0,38,18,1
Somalia,SOM,2011,NA,0.9,19.6,1960,NA,0.243123,2011,0,0.998,0,0.7346354,NA,1,TRUE,NA,NA,12404725,NA,NA,NA,NA,NA,NA,NA,51,0.02152856608532673,NA,NA,NA,NA,NA,NA,NA,NA,0.05174746999124096,FALSE,0.0028829134574431536,0.11809662959560374,0.31976538027968426,NA,NA,NA,NA,NA,NA,NA,NA
South Sudan,SSD,2011,1706.09071329732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10448857,1706.09071329732,NA,NA,NA,NA,NA,NA,NA,0.15666386962503653,1706.09071329732,NA,NA,NA,NA,NA,NA,NA,0.2900651360242027,TRUE,0.010783988150464552,0.0644020669701415,0.07025549677385723,143.85136759899,0.0920802359735009,0.2351769540076809,30.406666666666666,4.74,43,17,3
Sao Tome and Principe,STP,2011,1304.32618930158,NA,19.75,1975,NA,NA,5001,0.924,0,0.022,0.7721982,NA,1,TRUE,NA,NA,178800,1304.32618930158,NA,NA,NA,NA,NA,NA,36,0,1304.32618930158,NA,5.45259869,2.45652485,23.09154489,NA,NA,NA,0,FALSE,0,NaN,NaN,174.57122783956993,0.1545213199273392,0.027450628016808976,26.023048327137545,0,34,19,1
Swaziland,SWZ,2011,3934.27337283568,0.0833333,19.68,1968,NA,-0.7105375,2011,0.108,0.001,0.339,1.839638,0.05,1,TRUE,NA,NA,1225258,3934.27337283568,NA,NA,NA,NA,NA,NA,43,4.254930939928274e-4,3934.27337283568,NA,8.45925665,5.33273724,53.71305472,NA,NA,NA,3.9698142439200475e-4,FALSE,-2.211839122107833e-4,-1.0825940874587863,-1.4826622888312317,244.03414435613013,0.06612962717234927,0.2168898537921906,19.935694572217113,1.2506493506493506,42,-2.3,14
