country,iso3,year,gdp_per_capita_current_usd,consfirstaug,indcent,independence_year,log_settler_mortality,log_pop_density_1500,madid,percent_catholic,percent_muslim,percent_protestant,growth,democ,world,former_colony,wealth_20,gini_index,population,gdp_per_capita,poverty_headcount,continent,lifeExp,pop,gdpPercap,iso_num,years_since_independence,malaria_prevalence,gdp,capital_health_expenditure,current_health_expenditure_(che)_as_percent_gross_domestic_product_(gdp),domestic_general_government_health_expenditure_(gghe-d)_as_percent_gross_domestic_product_(gdp),external_health_expenditure_(ext)_per_capita_in_usdollars,external_sources_of_spending_on_malaria,external_sources_of_spending_on_injuries,public_domestic_sources_of_spending_on_malaria,malaria_prevalence_2001,malaria_prevalence_2001_high,malaria_reduction,malaria_reduction_relative,malaria_reduction_relative_lag,gdp_growth,gdp_growth_relative,gdp_growth_relative_lag,temp,prcp,max,min,stations
Angola,AGO,1960,NA,0.3333333,19.75,1975,5.634789,0.4054651,2011,0.687,0,0.198,0.6444693,0.35,1,TRUE,NA,NA,5643182,NA,NA,NA,NA,NA,NA,NA,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.30579189319310557,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burundi,BDI,1960,70.3490786064852,0.1481481,19.62,1962,5.634789,3.218876,2011,0.7830001,0.009,0.049,0.3280602,0.45,1,TRUE,NA,NA,2786106,70.3490786064852,NA,NA,NA,NA,NA,NA,-2,NA,70.3490786064852,NA,NA,NA,NA,NA,NA,NA,0.4578495193685951,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Benin,BEN,1960,93.0225089907107,0.125,19.6,1960,5.585449,1.442202,2011,0.185,0.152,0.028,1.161583,0.8,1,TRUE,NA,NA,2431622,93.0225089907107,NA,NA,NA,NA,NA,NA,0,NA,93.0225089907107,NA,NA,NA,NA,NA,NA,NA,0.46086382614134885,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burkina Faso,BFA,1960,68.424748569325,0.2,19.6,1960,5.634789,1.442202,2011,0.09,0.43,0.016,0.722393,0.35,1,TRUE,NA,NA,4829288,68.424748569325,NA,NA,NA,NA,NA,NA,0,NA,68.424748569325,NA,NA,NA,NA,NA,NA,NA,0.6615594834144378,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Botswana,BWA,1960,57.9776818816842,0.6666667,19.66,1966,NA,-1.966113,2011,0.094,0,0.268,2.351604,0.95,1,TRUE,NA,NA,524552,57.9776818816842,NA,NA,NA,NA,NA,NA,-6,NA,57.9776818816842,NA,NA,NA,NA,NA,NA,NA,0.01967394702160172,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,1960,74.5959442514248,0,19.6,1960,5.634789,0.4054651,2011,0.331,0.032,0.5,0.4462757,0.75,1,TRUE,NA,NA,1503508,74.5959442514248,NA,NA,NA,NA,NA,NA,0,NA,74.5959442514248,NA,NA,NA,NA,NA,NA,NA,0.4720384147761989,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cote d'Ivoire,CIV,1960,153.471594052014,0,19.6,1960,6.504288,1.442202,2011,0.185,0.24,0.047,1.164257,0.7,1,TRUE,NA,NA,3558988,153.471594052014,NA,NA,NA,NA,NA,NA,0,NA,153.471594052014,NA,NA,NA,NA,NA,NA,NA,0.6991508870347287,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cameroon,CMR,1960,119.534187181074,0.3333333,19.6,1960,5.634789,0.4054651,2011,0.35,0.22,0.181,0.9904609,0.3,1,TRUE,NA,NA,5176268,119.534187181074,NA,NA,NA,NA,NA,NA,0,NA,119.534187181074,NA,NA,NA,NA,NA,NA,NA,0.535108060575894,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Congo, Dem. Rep.",COD,1960,220.314063056673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15248251,220.314063056673,NA,NA,NA,NA,NA,NA,NA,NA,220.314063056673,NA,NA,NA,NA,NA,NA,NA,0.6465583072116257,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Congo, Rep.",COG,1960,127.004745925645,0.3833333,19.6,1960,5.480639,0.4054651,2011,0.539,0.004,0.249,1.676822,0.2,1,TRUE,NA,NA,1037220,127.004745925645,NA,NA,NA,NA,NA,NA,0,NA,127.004745925645,NA,NA,NA,NA,NA,NA,NA,0.5038676398711438,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Comoros,COM,1960,NA,0.3166667,19.75,1975,NA,1.500584,2011,0.001,0.997,0.001,0.3387346,0.45,1,TRUE,NA,NA,191121,NA,NA,NA,NA,NA,NA,NA,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,DJI,1960,NA,0.1666667,19.77,1977,3.258096,NA,2011,0.067,0.906,0.002,0.9795089,0.6,1,TRUE,NA,NA,83636,NA,NA,NA,NA,NA,NA,NA,-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028603989431781038,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1960,244.824806483632,0.05,19.62,1962,4.35927,1.945579,2011,0.005,0.991,0,1.908826,0.35,1,TRUE,NA,NA,11124888,244.824806483632,NA,NA,NA,NA,NA,NA,-2,NA,244.824806483632,NA,NA,NA,NA,NA,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Egypt, Arab Rep.",EGY,1960,NA,0.75,19.22,1922,4.216562,4.609731,1046,0.002,0.818,0.002,1.816061,0.2,1,TRUE,NA,NA,26996533,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4959769669284947e-5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,ERI,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1397491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03317797637087618,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,ETH,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22151278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.043492796993485704,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabon,GAB,1960,283.400464698401,0.1333333,19.6,1960,5.634789,0.4054651,2011,0.652,0.008,0.188,2.239409,0.3,1,TRUE,NA,NA,499184,283.400464698401,NA,NA,NA,NA,NA,NA,0,NA,283.400464698401,NA,NA,NA,NA,NA,NA,NA,0.3988952701995478,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ghana,GHA,1960,182.979191212292,0,19.57,1957,6.504288,1.442202,2011,0.187,0.157,0.258,1.128396,0.6,1,TRUE,NA,NA,6652287,182.979191212292,NA,NA,NA,NA,NA,NA,3,NA,182.979191212292,NA,NA,NA,NA,NA,NA,NA,0.6793622216242404,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guinea,GIN,1960,NA,0,19.58,1958,6.180017,1.442202,2011,0.011,0.69,0.001,0.322422,0.45,1,TRUE,NA,NA,3577409,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5446845702964123,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gambia, The",GMB,1960,NA,0.6666667,19.65,1965,7.293018,1.442202,2011,0.019,0.848,0.004,0.7713041,0.25,1,TRUE,NA,NA,367928,NA,NA,NA,NA,NA,NA,NA,-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3385638949528829,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,GNB,1960,NA,0.3333333,19.73,1973,5.103883,1.442202,2011,0.102,0.383,0.006,0.497128,0.75,1,TRUE,NA,NA,616409,NA,NA,NA,NA,NA,NA,NA,-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4393926180961389,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equatorial Guinea,GNQ,1960,NA,0.0333333,19.68,1968,NA,0.4054651,5001,0.7130001,0.005,0.049,2.642492,0.25,1,TRUE,NA,NA,255323,NA,NA,NA,NA,NA,NA,NA,-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5480034682909144,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenya,KEN,1960,97.6215305786395,0.4833333,19.63,1963,4.976734,0.969094,2011,0.264,0.06,0.193,0.9013543,0.4,1,TRUE,NA,NA,8105440,97.6215305786395,NA,NA,NA,NA,NA,NA,-3,NA,97.6215305786395,NA,NA,NA,NA,NA,NA,NA,0.15138283073713985,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Liberia,LBR,1960,170.037837640017,1,18.47,1847,6.180017,1.442202,2011,0.019,0.212,0.186,0.7157588,0.5,1,FALSE,NA,NA,1120313,170.037837640017,NA,NA,NA,NA,NA,NA,113,NA,170.037837640017,NA,NA,NA,NA,NA,NA,NA,0.6346043087977984,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Libya,LBY,1960,NA,0.3333333,19.51,1951,NA,2.653823,5001,0.002,0.981,0.001,1.411033,0.15,1,TRUE,NA,NA,1448417,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lesotho,LSO,1960,40.6055353025475,0.45,19.66,1966,NA,-0.7105375,2011,0.435,0,0.298,1.379378,0.9,1,TRUE,NA,NA,851591,40.6055353025475,NA,NA,NA,NA,NA,NA,-6,NA,40.6055353025475,NA,NA,NA,NA,NA,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morocco,MAR,1960,164.800779039246,0.1833333,19.56,1956,4.35927,2.206481,1098,0.002,0.994,0,1.8937,0.2,1,TRUE,NA,NA,12328532,164.800779039246,NA,NA,NA,NA,NA,NA,4,NA,164.800779039246,NA,NA,NA,NA,NA,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Madagascar,MDG,1960,131.993036021481,0.3333333,19.6,1960,6.284209,0.1854006,2011,0.26,0.017,0.22,0.5336061,0.85,1,TRUE,NA,NA,5099373,131.993036021481,NA,NA,NA,NA,NA,NA,0,NA,131.993036021481,NA,NA,NA,NA,NA,NA,NA,0.2368595202912678,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mali,MLI,1960,NA,0.2666667,19.6,1960,7.986165,0,2011,0.007,0.8,0.002,0.7099972,0.8,1,TRUE,NA,NA,5263733,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19674228748017422,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mozambique,MOZ,1960,NA,0.1666667,19.75,1975,NA,0.2432315,2011,0.314,0.13,0.068,1.241046,0.8,1,TRUE,NA,NA,7388695,NA,NA,NA,NA,NA,NA,NA,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5354351946441571,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mauritania,MRT,1960,107.915026767818,0.4,19.6,1960,5.634789,1.098612,2011,0.003,0.994,0,0.8986678,0.2,1,TRUE,NA,NA,858168,107.915026767818,NA,NA,NA,NA,NA,NA,0,NA,107.915026767818,NA,NA,NA,NA,NA,NA,NA,0.0194964515204606,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malawi,MWI,1960,45.0331526090051,0,19.64,1964,NA,-0.2357223,2011,0.276,0.162,0.315,0.4954095,0.85,1,TRUE,NA,NA,3618595,45.0331526090051,NA,NA,NA,NA,NA,NA,-4,NA,45.0331526090051,NA,NA,NA,NA,NA,NA,NA,0.3722224610707497,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Namibia,NAM,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,602544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.059559708491530985,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Niger,NER,1960,132.652162430184,0.3333333,19.6,1960,5.991465,0,2011,0.002,0.879,0,0.1942644,0.7,1,TRUE,NA,NA,3388764,132.652162430184,NA,NA,NA,NA,NA,NA,0,NA,132.652162430184,NA,NA,NA,NA,NA,NA,NA,0.08718643140512254,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nigeria,NGA,1960,92.9618001456259,0.6,19.6,1960,7.602901,1.442202,2011,0.121,0.45,0.158,1.0266,0.7,1,TRUE,NA,NA,45137812,92.9618001456259,NA,NA,NA,NA,NA,NA,0,NA,92.9618001456259,NA,NA,NA,NA,NA,NA,NA,0.4790720789574375,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rwanda,RWA,1960,40.5668807961198,0,19.62,1962,5.634789,3.218876,2011,0.556,0.086,0.116,0.6955752,0.3,1,TRUE,NA,NA,2933428,40.5668807961198,NA,NA,NA,NA,NA,NA,-2,NA,40.5668807961198,NA,NA,NA,NA,NA,NA,NA,0.16141738346765405,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sudan,SDN,1960,124.512169921714,0.3333333,19.56,1956,4.479607,2.64114,2011,0.044,0.73,0.001,0.8731046,0.15,1,TRUE,NA,NA,7544491,124.512169921714,NA,NA,NA,NA,NA,NA,4,NA,124.512169921714,NA,NA,NA,NA,NA,NA,NA,0.03697737826601481,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Senegal,SEN,1960,247.236284269612,0.3333333,19.6,1960,5.103883,1.442202,2011,0.056,0.91,0.001,1.241735,0.9,1,TRUE,NA,NA,3206749,247.236284269612,NA,NA,NA,NA,NA,NA,0,NA,247.236284269612,NA,NA,NA,NA,NA,NA,NA,0.3276668740607887,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sierra Leone,SLE,1960,140.180257616588,0.55,19.61,1961,6.180017,1.442202,2011,0.022,0.394,0.048,-0.0887394,0.15,1,TRUE,NA,NA,2297110,140.180257616588,NA,NA,NA,NA,NA,NA,-1,NA,140.180257616588,NA,NA,NA,NA,NA,NA,NA,0.5717294696448891,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Somalia,SOM,1960,NA,0.9,19.6,1960,NA,0.243123,2011,0,0.998,0,0.7346354,NA,1,TRUE,NA,NA,2755947,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.05174746999124096,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Sudan,SSD,1960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2955152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2900651360242027,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sao Tome and Principe,STP,1960,NA,NA,19.75,1975,NA,NA,5001,0.924,0,0.022,0.7721982,NA,1,TRUE,NA,NA,64253,NA,NA,NA,NA,NA,NA,NA,-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Swaziland,SWZ,1960,100.454668666139,0.0833333,19.68,1968,NA,-0.7105375,2011,0.108,0.001,0.339,1.839638,0.05,1,TRUE,NA,NA,349174,100.454668666139,NA,NA,NA,NA,NA,NA,-8,NA,100.454668666139,NA,NA,NA,NA,NA,NA,NA,3.9698142439200475e-4,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seychelles,SYC,1960,288.058159419365,NA,19.76,1976,NA,NA,2011,NA,NA,NA,2.730899,NA,1,TRUE,NA,NA,41700,288.058159419365,NA,NA,NA,NA,NA,NA,-16,NA,288.058159419365,NA,NA,NA,NA,NA,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chad,TCD,1960,104.47210119363599,0,19.6,1960,5.634789,0,2011,0.21,0.44,0.116,0.0228591,0.4,1,TRUE,NA,NA,3001593,104.472101193636,NA,NA,NA,NA,NA,NA,0,NA,104.47210119363599,NA,NA,NA,NA,NA,NA,NA,0.07617411879258033,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Togo,TGO,1960,76.6384541690086,0.2333333,19.6,1960,6.504288,1.442202,2011,0.293,0.17,0.061,0.3285556,0.4,1,TRUE,NA,NA,1580513,76.6384541690086,NA,NA,NA,NA,NA,NA,0,NA,76.6384541690086,NA,NA,NA,NA,NA,NA,NA,0.6765141948394471,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tunisia,TUN,1960,NA,0,19.56,1956,4.143135,2.459847,2011,0.001,0.994,0,2.394425,0.35,1,TRUE,NA,NA,4176266,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tanzania,TZA,1960,NA,0.3333333,19.61,1961,5.634789,0.6833779,2011,0.282,0.325,0.112,0.2356138,0.6,1,TRUE,NA,NA,10074507,NA,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37120882296096924,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uganda,UGA,1960,62.315122319985,0.5925926,19.62,1962,5.634789,2.016654,2011,0.496,0.066,0.019,0.6438055,0.3,1,TRUE,NA,NA,6788214,62.315122319985,NA,NA,NA,NA,NA,NA,-2,NA,62.315122319985,NA,NA,NA,NA,NA,NA,NA,0.532231339525038,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Africa,ZAF,1960,433.941193590145,1,19.1,1910,2.74084,-0.7105286,2011,0.104,0.013,0.39,2.302416,0.95,1,TRUE,NA,NA,17456855,433.941193590145,NA,NA,NA,NA,NA,NA,50,NA,433.941193590145,NA,NA,NA,NA,NA,NA,NA,0.011419108916818051,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zambia,ZMB,1960,234.166194283717,0.2,19.64,1964,NA,-0.2357223,2011,0.262,0.003,0.319,0.4759107,0.55,1,TRUE,NA,NA,3044846,234.166194283717,NA,NA,NA,NA,NA,NA,-4,NA,234.166194283717,NA,NA,NA,NA,NA,NA,NA,0.40500594095141895,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zimbabwe,ZWE,1960,280.994585801398,1,19.65,1965,NA,-0.2357223,2011,0.144,0.009,0.214,1.129134,0.25,1,TRUE,NA,NA,3747369,280.994585801398,NA,NA,NA,NA,NA,NA,-5,NA,280.994585801398,NA,NA,NA,NA,NA,NA,NA,0.0317418990987357,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Angola,AGO,1961,NA,0.3333333,19.75,1975,5.634789,0.4054651,2011,0.687,0,0.198,0.6444693,0.35,1,TRUE,NA,NA,5753024,NA,NA,NA,NA,NA,NA,NA,-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.30579189319310557,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burundi,BDI,1961,71.4872777291414,0.1481481,19.62,1962,5.634789,3.218876,2011,0.7830001,0.009,0.049,0.3280602,0.45,1,TRUE,NA,NA,2839666,71.4872777291414,NA,NA,NA,NA,NA,NA,-1,NA,71.4872777291414,NA,NA,NA,NA,NA,NA,NA,0.4578495193685951,TRUE,NA,NA,NA,1.1381991226562036,0.016179303911327603,NA,NA,NA,NA,NA,NA
Benin,BEN,1961,95.5721547147448,0.125,19.6,1960,5.585449,1.442202,2011,0.185,0.152,0.028,1.161583,0.8,1,TRUE,NA,NA,2465867,95.5721547147448,NA,NA,NA,NA,NA,NA,1,NA,95.5721547147448,NA,NA,NA,NA,NA,NA,NA,0.46086382614134885,TRUE,NA,NA,NA,2.549645724034093,0.027408911581698003,NA,NA,NA,NA,NA,NA
Burkina Faso,BFA,1961,71.558180092437,0.2,19.6,1960,5.634789,1.442202,2011,0.09,0.43,0.016,0.722393,0.35,1,TRUE,NA,NA,4894580,71.558180092437,NA,NA,NA,NA,NA,NA,1,NA,71.558180092437,NA,NA,NA,NA,NA,NA,NA,0.6615594834144378,TRUE,NA,NA,NA,3.1334315231119945,0.04579383320550079,NA,NA,NA,NA,NA,NA
Botswana,BWA,1961,61.2422482773277,0.6666667,19.66,1966,NA,-1.966113,2011,0.094,0,0.268,2.351604,0.95,1,TRUE,NA,NA,537249,61.2422482773277,NA,NA,NA,NA,NA,NA,-5,NA,61.2422482773277,NA,NA,NA,NA,NA,NA,NA,0.01967394702160172,FALSE,NA,NA,NA,3.2645663956434987,0.05630729428447201,NA,NA,NA,NA,NA,NA
Central African Republic,CAF,1961,80.520801991904,0,19.6,1960,5.634789,0.4054651,2011,0.331,0.032,0.5,0.4462757,0.75,1,TRUE,NA,NA,1529227,80.520801991904,NA,NA,NA,NA,NA,NA,1,NA,80.520801991904,NA,NA,NA,NA,NA,NA,NA,0.4720384147761989,TRUE,NA,NA,NA,5.924857740479197,0.07942600365121089,NA,NA,NA,NA,NA,NA
Cote d'Ivoire,CIV,1961,167.35553095223,0,19.6,1960,6.504288,1.442202,2011,0.185,0.24,0.047,1.164257,0.7,1,TRUE,NA,NA,3694205,167.35553095223,NA,NA,NA,NA,NA,NA,1,NA,167.35553095223,NA,NA,NA,NA,NA,NA,NA,0.6991508870347287,TRUE,NA,NA,NA,13.883936900215986,0.09046584148666947,NA,NA,NA,NA,NA,NA
Cameroon,CMR,1961,124.421691835069,0.3333333,19.6,1960,5.634789,0.4054651,2011,0.35,0.22,0.181,0.9904609,0.3,1,TRUE,NA,NA,5285231,124.421691835069,NA,NA,NA,NA,NA,NA,1,NA,124.421691835069,NA,NA,NA,NA,NA,NA,NA,0.535108060575894,TRUE,NA,NA,NA,4.887504653994995,0.04088792310597511,NA,NA,NA,NA,NA,NA
"Congo, Dem. Rep.",COD,1961,197.390947677511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15637733,197.390947677511,NA,NA,NA,NA,NA,NA,NA,NA,197.390947677511,NA,NA,NA,NA,NA,NA,NA,0.6465583072116257,TRUE,NA,NA,NA,-22.923115379162,-0.10404744509325903,NA,NA,NA,NA,NA,NA
"Congo, Rep.",COG,1961,142.537516443893,0.3833333,19.6,1960,5.480639,0.4054651,2011,0.539,0.004,0.249,1.676822,0.2,1,TRUE,NA,NA,1064111,142.537516443893,NA,NA,NA,NA,NA,NA,1,NA,142.537516443893,NA,NA,NA,NA,NA,NA,NA,0.5038676398711438,TRUE,NA,NA,NA,15.532770518248,0.12230070935570914,NA,NA,NA,NA,NA,NA
Comoros,COM,1961,NA,0.3166667,19.75,1975,NA,1.500584,2011,0.001,0.997,0.001,0.3387346,0.45,1,TRUE,NA,NA,194139,NA,NA,NA,NA,NA,NA,NA,-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Djibouti,DJI,1961,NA,0.1666667,19.77,1977,3.258096,NA,2011,0.067,0.906,0.002,0.9795089,0.6,1,TRUE,NA,NA,88498,NA,NA,NA,NA,NA,NA,NA,-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.028603989431781038,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Algeria,DZA,1961,213.485905063471,0.05,19.62,1962,4.35927,1.945579,2011,0.005,0.991,0,1.908826,0.35,1,TRUE,NA,NA,11404859,213.485905063471,NA,NA,NA,NA,NA,NA,-1,NA,213.485905063471,NA,NA,NA,NA,NA,NA,NA,0,FALSE,NA,NA,NA,-31.338901420160994,-0.12800541689494271,NA,NA,NA,NA,NA,NA
"Egypt, Arab Rep.",EGY,1961,NA,0.75,19.22,1922,4.216562,4.609731,1046,0.002,0.818,0.002,1.816061,0.2,1,TRUE,NA,NA,27744712,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4959769669284947e-5,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eritrea,ERI,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1432640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03317797637087618,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ethiopia,ETH,1961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22671190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.043492796993485704,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabon,GAB,1961,332.504720423437,0.1333333,19.6,1960,5.634789,0.4054651,2011,0.652,0.008,0.188,2.239409,0.3,1,TRUE,NA,NA,504167,332.504720423437,NA,NA,NA,NA,NA,NA,1,NA,332.504720423437,NA,NA,NA,NA,NA,NA,NA,0.3988952701995478,TRUE,NA,NA,NA,49.10425572503601,0.1732680847128938,NA,NA,NA,NA,NA,NA
Ghana,GHA,1961,189.713380333786,0,19.57,1957,6.504288,1.442202,2011,0.187,0.157,0.258,1.128396,0.6,1,TRUE,NA,NA,6866539,189.713380333786,NA,NA,NA,NA,NA,NA,4,NA,189.713380333786,NA,NA,NA,NA,NA,NA,NA,0.6793622216242404,TRUE,NA,NA,NA,6.734189121494012,0.03680303250264694,NA,NA,NA,NA,NA,NA
Guinea,GIN,1961,NA,0,19.58,1958,6.180017,1.442202,2011,0.011,0.69,0.001,0.322422,0.45,1,TRUE,NA,NA,3633652,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5446845702964123,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gambia, The",GMB,1961,NA,0.6666667,19.65,1965,7.293018,1.442202,2011,0.019,0.848,0.004,0.7713041,0.25,1,TRUE,NA,NA,376737,NA,NA,NA,NA,NA,NA,NA,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3385638949528829,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Guinea-Bissau,GNB,1961,NA,0.3333333,19.73,1973,5.103883,1.442202,2011,0.102,0.383,0.006,0.497128,0.75,1,TRUE,NA,NA,623415,NA,NA,NA,NA,NA,NA,NA,-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4393926180961389,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
